id,msd1,dob,msd2,msd3,msd4,msd5,flag
3045,e7c8aa6b-d19a-4a0f-b2b0-6ea50335e046,20171218,ba75e9ce-2435-41d0-bdaa-40ba4e309c68,8a895f47-5e5a-410e-bf97-d94cdc4ad828,8cb5b7be-9aaa-4920-be9d-f8ef2f1df7fd,b1535e6d-f2ee-4fc5-9000-743b6c182afd,0
3046,4bfe966d-401e-49a2-a789-04c4ce6344e9,20171218,43aca569-4e29-462a-b4fd-ac50f2cb8e4f,8ec83987-9b46-4b06-9d44-e9f6c2f94514,474a8e5a-a110-4240-b47d-e306c7638801,9d5331fc-c80a-43f4-b3a8-a159fef13936,0
3047,beb7c6c9-79e8-40f0-be55-3fff73766d93,20171218,3b21f62c-3077-4200-8f4b-f3192158abe7,3a72b039-f260-4c61-885e-97865e9659db,84bb0352-1590-4865-9bb4-c892416b1e3e,cdfaf447-f476-4bd7-9440-1d29670fb4d2,0
3048,ab2b9d75-5cc2-4d05-b9eb-56087a635f0a,20171218,84360376-a46a-49c4-a33c-22b9705fb001,a9b4d42d-f81d-4ae2-a49d-9d95f38103ba,640069b7-eaca-4769-ae5e-6c96cf6e93c2,36780bbf-eb4e-4203-83db-7d2a045144b7,0
3049,6d572ea0-bc3a-4ca0-ad24-744553de0c6d,20171218,96507de5-c9cb-4176-a356-a65bad548f15,ebab606e-d9a1-4aa4-b950-e67ca31df1cb,d3b95ac5-c2f5-41a8-868f-58b63b741b03,b6a75a64-58be-4add-b6d7-1453cab576ec,0
3050,8edbab46-2436-4af0-9685-6aa980072c2d,20171218,f36fdf4c-19b9-44fa-9af4-382819f0c42f,da4116fa-02b3-4a05-9f0c-c044e54a7020,bb126f9c-446a-4988-9a95-1ee96ff6574b,90a8dd1c-fd94-4520-8428-4a625861f7af,0
3051,e1e94732-717c-4199-9d3c-957424ea2296,20171218,4a1ceafc-a9b3-4758-b93c-a7c12699c8ea,5b429896-a8a5-477a-8858-37dad0975fc9,e7e0bd81-a65c-4fcb-8513-c7a583ce76d3,23c2759d-d12c-401b-86cf-51aab9cf4626,0
3052,761ec5d4-daca-4fea-81c3-f6be63176005,20171218,34212a47-e9e6-4ae4-b841-fc30fdcb71e8,8cec52dc-a290-4a95-b585-0d73fd7ace5b,2b843bc7-dc5a-414b-ad83-6ed32c391912,6f1c631a-3531-4f5f-a04f-b8640ec9df48,0
3053,013ae940-4c1e-479e-ba4e-90d1158e0e6a,20171218,721be209-8fb3-444f-89b1-c1850a4ffbab,b197c397-7f9a-4170-a140-2c3fed074c0a,2120fa73-38aa-44a0-bed8-533b0819caa9,2edb7271-56da-41ea-b6ce-82881ee97859,0
3054,ad61efca-074f-43db-8650-2b230de39485,20171218,89c4a6bf-8f84-4c51-bd65-55f32f1d1e37,de3a3633-3ced-46f3-9f7e-d69a58dc3784,abe1dfb8-90f1-4eb7-888d-01d366a409d4,1c4157ed-060c-4894-b59e-692abc482e70,0
3055,08334b42-0ced-4b6d-9cc5-1ac24399b244,20171218,e61f5da7-4fd9-4b67-a09b-36a1b7e89fd9,7d9a67d5-5c43-43f4-80fa-b7b437584f2b,12bddc9b-e22b-411d-a162-3cd44705ecae,da203f10-0573-4c10-8afa-175efd3c2821,0
3056,bd6efa3d-252e-4572-bc01-73197609930c,20171218,1ed8e4f8-ddfd-4e2d-924a-d098282b3cf4,48a0fa8d-8897-4e33-a12c-97a518d33dbd,d43372a6-2a0f-4cb2-a58b-60c37a7d8f27,eb835f4e-6d7f-4637-a66d-11a25eca230f,0
3057,9a05d66c-97e6-4da8-b74e-530f848aed9f,20171218,517eabc7-b618-48f9-95d0-f736b9c43586,a716b798-3941-4c30-8976-068511a66ea2,7012fc49-1992-4098-81a7-9665c660c14f,bceb18c1-f655-455c-aafe-329b86269919,0
3058,a3f1f654-5955-4eed-b2cc-0e6f8cf52faf,20171218,7276013f-7cb2-4933-81a4-8e240a168619,ec35728f-a741-4b71-9acb-58c76fb82f82,e10a9d15-ce0a-4a9a-9737-8279469559b9,28cbeaf5-1576-4e2e-a973-1303be36c475,0
3059,bf16ef67-c1fd-4c1b-a1e5-6d99da962915,20171218,97bec462-6f29-45c9-9577-1a10f8837c85,07fdc0b4-49fc-4e62-9b83-1a32c6cd72c9,dd0e7d3e-c447-4e87-9619-ed65d1c482bc,994e7e1d-5208-4dfe-8591-2047aa623c9f,0
3060,b6cb4f73-f0ac-459a-829f-175b297517e3,20171218,6e859e85-c719-497c-9e51-9c9c1562de03,8a18bc41-3855-467d-b978-984904b6c15c,bf9e51e9-2043-4cac-a8ef-1fadf6c3524c,61ca191a-0237-433c-a729-85bcfc21b8d9,0
3061,5c3c1a3b-af0d-401e-bf82-209a7eed7be6,20171218,a19024f6-6210-44fd-bf23-bb1c82f3cdba,c8edb532-9cb9-4d4c-b85a-92aba8aa293e,6e1d1dea-24cc-429e-8019-c64820ccd150,753a6c8f-5bd3-4c23-a83c-e129ed736813,0
3062,866ab2c3-b340-4513-afc0-a3b253264632,20171218,f8fff7e8-a103-4874-b4c7-4c350c39d767,c543bacd-746d-42a8-a06d-6129aa91e8a4,66869c8e-665d-4fde-be01-31bed012df05,52b95aad-a22f-46d0-92b3-95515a6f526f,0
3063,4295fce3-e768-4b95-b125-b308a846d6c6,20171218,9ac8d427-ee23-4124-a6f3-67449f8f6e80,4df054a4-f821-49dc-b8e3-fbfe6528bcec,18bb970d-f5eb-47e6-a74d-1e8eb7ec8ea4,6b3456d6-3505-4fb2-93cf-495fc4c02d46,0
3064,71f57b05-00c2-479b-9ffe-f322d135a778,20171218,20a416fa-ee86-418c-b995-93bb8cb6658f,bd852a77-4b45-461e-9fe3-645a6951dfbc,e828d9d1-f010-4ab4-890e-e2aad5b526e6,86fa45fa-9c19-48de-968a-189caac1d643,0
3065,0e40dc05-33e7-48f8-99cb-93e3a8af89c0,20171218,092415c5-e238-4357-ad20-bf113e9f1176,3e305e71-31d2-4627-9a5b-51825f00afb5,b60e9863-76b4-4772-9874-7c31e30cb556,baf5d361-27fc-4cb4-8bf4-94323177fd5c,0
3066,c417c02e-39de-4a15-ae1e-d42d19eac81e,20171218,bed84cab-b4ef-49d0-b958-e98517fdbf30,23360169-5117-481d-a432-e7fb967ad06d,ebc52465-91a1-467e-8fb9-0a30d80e4fe8,b5f5e71c-6376-4bae-89cd-295a98b6ee13,0
3067,86ba7528-b5a9-4fe9-918a-582e2fe0df3f,20171218,998d1382-8415-4f86-9178-0031504f40d0,7cade5e1-951d-4177-9795-a06ed55df2c6,1ad741ac-219a-40c4-a71e-8de632ee826a,8629cf2c-d659-4481-bea8-0ac5e6cfe02c,0
3068,eacd5e17-4ef4-4c98-b4ec-388dacdcd312,20171218,586d6d5c-58a7-47fb-baa8-97409a5d3ab0,42ff2b74-3a6c-4949-870c-aed01b610330,f99700be-0fe6-40d2-8e24-f8463c1274c3,2b8268db-d7d9-45c2-a1e6-32930e835331,0
3069,f43b77bc-101d-4c55-832a-0345e6a05cb8,20171218,f21f2656-6b49-4850-af74-f7efc36138f6,4fd7a784-e547-44ef-b71c-3699886d2d3d,20cca629-bd3a-4741-95cd-28d638be5c43,0c2bc43c-ac84-451d-8071-74cea3eebd1d,0
3070,4b446eed-9458-4277-8f52-062bd03d8a40,20171218,4ff25a9b-ae3e-4f8e-8f29-c475329013aa,013bcde1-dd8b-483e-a91b-df3afe5d203a,5d69859a-affb-433d-8492-242b1de8d8b8,574d3bfc-70f9-4df3-b05c-358135ff65e8,0
3071,88104fe6-9c92-4975-bb83-2d0c8558e233,20171218,80a8e92e-c16c-4bd1-b5ea-efce69f6f4f8,93c2a405-9310-4f74-a33c-a8a54a7a61ca,19407cda-8574-48da-ba2a-326185cee5f1,5fde7ff0-f88a-43ad-88de-6a456b5432c3,0
3072,deb9da9b-2027-44d6-aec1-9da843b14eea,20171218,4539cee6-9d69-4d77-95ca-eea8c9c7364a,f0095fbe-6ffe-494b-bcbe-4cc8e83581a5,6ef9dcff-9b20-4325-8e27-7256a20f777a,467dfd46-dd2e-441d-ab88-a6751052cafb,0
3073,f61a03c8-30a5-4c98-ba70-57539bbb95c2,20171218,f0226299-f32c-408c-af3d-64deb4017129,22965a68-79ca-40de-ad10-62b2ed8544dd,086371d5-7153-441c-8a34-176bf7b62cad,049dc10b-27e4-431c-ac49-325acfdb26c3,0
3074,cf4f86e4-b350-4ecd-92d4-614b5c2d60c0,20171218,87ef7cd7-9b63-4294-b928-1b19ec6d064a,55c382db-4edf-414b-af29-e525459f2664,37cf7284-19c5-490b-8d33-ffddc76e83a3,4147d26f-3c29-42d2-b1d0-532b9e959d86,0
3075,11e987a3-877c-49e9-84fb-7ff353a284ae,20171218,cda49286-76fe-415a-95ec-57d4884cd6e1,be13057b-3a00-4130-9e15-81cb146eb90f,616b4853-d354-4f95-b69c-5f8720fcc4b7,37222dd6-ff24-42e9-b8c2-00e8fe8a39c3,0
3076,47b48069-da1a-4a05-b98d-4a8260751e3e,20171218,6093c585-1eb3-4c19-a3da-a30243da9aae,335c1ab1-188d-421d-801f-f1ed7fd09403,81f4be18-32fb-4000-8ac5-8639cf18b0c0,161629b1-b8be-4b35-b1e9-f87f6d7c14a1,0
3077,7593c1ea-4714-4653-9504-81e46a7fc6d8,20171218,e32987e6-3547-4307-96c9-930055e990de,5c42ea70-ffbf-4804-8ac4-38bb93bad367,f09625d2-029e-4160-ae99-f1855f0ee54b,e6f2cc15-8368-45eb-b50a-6aa61f83c838,0
3078,2d31fc92-13c1-4499-a854-929190f4f993,20171218,9dba6403-b47c-4b46-a87f-978b4075b502,1ba88472-a24b-484a-bc1a-41d0e3b4cf16,9f3c5e87-7aca-4e6b-a435-685b379c9285,96386afa-7118-48d9-9115-d6b96e00e093,0
3079,70122433-9e52-446c-87cd-124ce59bbe08,20171218,353093c6-2a88-4063-a2bb-e33d96000728,09a35239-ea99-44ed-b01f-73e534530b45,cbf07318-186c-4a1c-884a-4b80236bba6a,e6f1fa49-4602-45ee-a59f-6b9041aff563,0
3080,01b5fe77-ab32-4b7a-8d41-304b4016e233,20171218,d28eae31-6de2-4a6f-ace3-4c72806dbfc7,56300965-fbb0-48ca-b75e-ed39179e162b,3234336c-56e4-4969-90d5-f74d4309c635,2ed566e1-e058-4b89-a972-297839be40b6,0
3081,37c3c946-601a-426c-b550-35bd7254add7,20171218,19ebc174-f475-4849-a63d-48c02141dc8f,b27c8a5b-3183-4e26-bf00-44ee2c716b54,ffadcf80-2ac5-443b-946c-9a5c1527e1c2,1f6d865d-0e66-414b-8e1b-12249c7cd914,0
3082,a9868e60-8fdc-47e9-a78e-78378498ab2f,20171218,ca3528ec-150c-41ab-99a8-a68194981932,01061d97-8633-4f51-9c1f-183899238fa0,514d9b71-270f-4c5a-aeba-ed096f030541,a117e9cc-98a4-4308-a8b3-b298901de5b1,0
3083,c02a3450-82b9-41f3-b9e6-a7d52a2435df,20171218,54a2637f-fe79-438f-9c8c-5699562cfd37,d14e05eb-8ad6-4ff9-9231-c772f35accfe,3960a413-9c6f-4c7e-bb53-b4eadf9201b2,bae3dfa7-f7c1-4625-a753-139c6e754575,0
3084,7d53091e-25f2-4020-a9c7-fd86248de63d,20171218,838f9d0f-328a-4944-9023-17355b7a904b,c684cac3-c148-4659-b1a3-29458b4d2c19,03c1ae49-3ece-4610-b20f-fbbcbec377f2,8d425e46-3d64-4438-93f6-60c57d41bada,0
3085,a74e5d3b-d95c-4cd3-9020-9d4d89af25d8,20171218,14c3d488-0022-4cee-88b2-1e8ada1d248b,fcecc08e-d169-4c7d-a2eb-7794125daed1,64166e4b-de21-4930-acce-b685ec5ff6d1,eb88742c-e96b-4db9-b58d-1d9cbe662cba,0
3086,3e1892fb-002c-4005-bced-f70a22632379,20171218,cf15f319-bd46-4dfb-9503-ca50ecc3e507,253e3ea7-7b5a-413d-a6e9-1bd6cc70cc8e,385b34b5-f8a5-4d77-bc03-f99d8534cb72,c3760a4e-7537-44ac-98c3-465f3533eb31,0
3087,3d2cdb20-67ac-4990-8ec3-280387125b08,20171218,1bc83166-c57b-4f8b-ba76-5eb02d80adb1,94d1a434-02f8-4b68-9aa6-e74dee0129d4,d7195905-060a-4dce-b18b-780ece3250fe,845cbe07-1898-4abf-afe3-2ee0da216fac,0
3088,4b06b189-09d5-4120-83e5-3f5c8d1915a4,20171218,68f61497-ca22-4454-8e06-46b2d3a81278,b26be9c3-f534-4306-ac5c-5097b2ff293f,9a40148f-d84a-4cc8-b375-fd72e5afbe38,2793b63e-5c1e-4ebb-a915-acf3955286b5,0
3089,1e363018-822f-47d7-b81b-972a9b675338,20171218,a040f290-d143-47bf-b6f6-81d8d8256e43,ec8a9cf6-53c0-48ee-82bb-85f03f360389,ae4cbd5e-2f4d-4cbb-a770-f68ca3a65b20,1766ca07-5fa4-4bf0-a827-7d398c93f419,0
3090,3f789be0-a986-46ef-bd38-5779a39bd6c5,20171218,e8b60d07-6bef-417e-b52b-8735746edbb1,545e6e8b-01a6-4762-96b7-6d9af22a2c40,c818a8ea-2a59-4302-bb11-c502769be278,396f17db-a7b9-4839-b7ed-f0dfb65746bc,0
3091,b255c5a2-68f1-45d2-bf19-555f3cb2a45f,20171218,78eeefa2-f453-48e7-beb7-7e39bcca5ae3,bd974b44-b822-4072-8f2e-0103aa9f3be7,662e042c-c765-467d-a27c-736c4dff449d,80e9c771-3280-4403-9102-1c4169c0a5f9,0
3092,6b4098ab-83e4-4828-855c-7676794f1042,20171218,0eb74687-825a-4c4a-9208-1f9e9d6e81c0,81efca66-3922-4869-9e75-1c6fad3a96a4,b69bade4-b1af-459d-962e-19b5488f77d7,35129413-d0e5-45d7-b2e5-393f014bf0d1,0
3093,e8ba5ac1-c69d-4ade-8759-db1330fb534c,20171218,d15ced6f-14f5-42a8-9853-37ebf51a6aa1,cef9c06a-2208-436b-8bb3-b337001fe19a,4e82a7e8-2bb5-4978-9569-69933de351b9,7630da7b-5114-4e8c-975d-29b439857e38,0
3094,07c82b89-9a60-4ec4-a6b8-ecafa144f9ba,20171218,3e639da0-f023-4697-9108-bab84bfe32b3,b9fbec08-0932-494a-b520-6d5a60e032ff,a1d9fcc7-23f0-4a32-bca1-384a09569397,6ca7e927-2804-45c1-b1a2-959d56ec5ede,0
3095,3de81ca6-f5c2-42b1-b2ad-4b8cba0446de,20171218,493224fb-d2a7-4e51-b019-c2704737ef74,27c0b270-cd31-4bf8-b665-53a01c80d956,9d125865-b03c-4785-9bf6-545d32cbe620,4c2a8a3c-bcb7-40e4-bdc4-b2b990013721,0
3096,0b726a3d-22d5-47fa-8d38-2b87d20cf9ac,20171218,db509bb4-29f5-4b9a-b41b-2aa760f7560a,d1c6badb-882b-476b-8467-f1cbd91a095a,8bd7ff2d-6c70-4069-94e5-733b0a894f35,aeb5a203-0575-401e-b802-2f2d995bcc91,0
3097,4dc10007-8402-4b01-98a4-c7b799274ca6,20171218,06124bff-84ad-4c13-bd5c-7a0cda4f6cee,69675e1e-8fdc-4091-8c2f-af4716338c48,cb65b793-9e8e-4590-a6dd-99660487d763,f0b6cabd-b07b-4ce1-9b33-8788b3a25835,0
3098,977de355-9560-4bbd-9e70-08bd2f07b74d,20171218,819440f4-6372-425d-821a-ea7281239d5e,44a47ff7-c442-47c3-bfed-cf3f52bf3324,109ad11f-cbfc-4971-962c-8396a453aae9,9c4b6744-2a2d-4da2-b2b3-cdc90f75bc16,0
3099,fd168e92-be95-4a63-9b4f-332f51e7c7fb,20171218,f3ab4a19-695a-4e56-a26c-8f46e459a9b0,ef443e40-1893-4efe-bf87-8e817020b04b,ba8626f3-22bd-42ad-9795-8fbffd563045,904084b1-aefe-47d7-97e0-983fae093f22,0
3100,fe82ea5e-ea2d-4118-96e1-d1cc7b2aefc8,20171218,3893e3c4-e0f7-4486-b003-0dc0c738d094,4ee10a70-1d2f-413e-b678-526f9b19df93,6175c3da-05a2-470c-9a72-c262326a2968,b311919a-9636-4148-ade1-8f01e6e78901,0
3101,190c6ae0-14c0-451f-9fca-1acd73122c34,20171218,e12767e6-ef4b-4269-8a27-4b4e4202807b,da170f03-5c95-4da7-bf36-184c430fd494,98d79a99-96e4-4fa3-950f-9055e63a2f51,7328092f-0ad8-4ec0-8e10-5c688e13a3d3,0
3102,d99b8338-ebf9-4f7e-96f5-f619ca7b88b1,20171218,6c709812-378e-47f2-98f5-fb325762b33f,c89c12a4-fd33-42eb-bc7a-14bb8e45c018,6677d33a-6679-494c-a400-dc129e1dbd61,a4a5ddd4-5fb1-40ac-9884-2771470b55f4,0
3103,608d59ee-d81c-4cbf-a4fd-174059b2e843,20171218,f561b4fd-a60e-4122-b160-e1ae145bdd1f,a7671676-10ac-425f-881e-c2e7ec2e63e5,5bb8dbf1-9061-4bbd-850a-7a85b0f8e514,2898f456-4df3-4297-ad8c-b35aaf5784bf,0
3104,90aebb1e-dc23-4b70-9797-ca3da5c355e1,20171218,cd7dbead-b28f-41ed-b262-953e40021ba5,740ad271-f0d9-4c04-8d40-a7b22861c17a,673f5ecc-9f3e-44bd-a274-0049f972cf72,044e2c3c-e626-4e4a-862f-7ae58bdb218b,0
3105,a55c4176-d327-4a80-bf0f-6ea24582cf19,20171218,47c23ca2-f807-4532-b69e-4f4d3b70cd21,f09a2a10-e33f-4075-8ef4-37c1b3c48c7c,6d85ee0a-a6d1-4e2c-be4f-7f9bda655c5e,b6a1a505-852c-4016-8c9f-174946b371ca,0
3106,eafc31ec-72d0-4d45-9483-3882b7e6928f,20171218,40290aa1-10fd-45b8-a3b5-ca99a4bfdbc2,b6d2c166-2dd9-4a32-a5db-2fdeaa2b1e57,028b6ee3-e89e-4fc8-8c35-8804ad447d80,c7f27987-2dae-4851-9f46-1bd02a87d0c9,0
3107,328bce55-90f0-4aac-a99b-040456a695e0,20171218,d3b7f76e-d103-4035-b23f-b75fd4e43c62,a8934126-dc6d-482c-a344-7b9dd4605395,093a5fd2-174f-4e69-8fb2-9d7ad0e04a0f,599be027-52c8-442b-b887-2b4c94e65077,0
3108,b0e5556c-6882-44a6-ae47-0fc98d9ee0fa,20171218,1c5558df-a0b1-48a6-973a-bbebc591cc0a,45bce66b-ce58-48bc-b27a-b66719f51993,b21e0d28-4621-464c-9f95-fbb4d7169c46,4d9e3fb9-4977-47cd-829b-62e51a14c6fc,0
3109,ebf92db6-6598-4ea2-910e-6a556545d00b,20171218,92145940-066e-4205-8d13-955169054640,6e240d1a-f35f-4402-a7d3-8310bb762343,3b66feba-9b24-47c1-993f-0b9929f50af1,729ed985-bc8e-4c3f-8865-83fabb8237e8,0
3110,3f24497a-d79e-44ab-aa3e-23f89e424671,20171218,0d86d854-1c4a-4da1-b6df-3a671e24bb73,67da0fb6-b9a4-4b21-b4de-99eaa905b705,47bb40b4-a699-472e-a009-936fd332cb40,6a527ccf-218a-47de-97e9-1087a9ed81c4,0
3111,033dfe0b-85cf-4bd7-ae55-ebd4f9af21e7,20171218,9317555a-67f4-49ca-b13e-409720906478,4762be94-0169-49b9-ba09-c8e7c3f7002d,d7fcd794-8639-4f28-8ebf-769597606b57,526134d3-e628-4562-a145-837793dc55a2,0
3112,12c4bb7b-b88a-4f44-a6ba-8bca277e925e,20171218,9e343d68-8480-442b-981c-dcf1e5fff7e3,bd6f2752-46b4-4486-84d5-93763e511931,76a30c20-2598-47b5-8cc4-3cf31742c7c0,e72a173b-6635-478c-a8b0-01ecbd875898,0
3113,3810b1af-d335-4289-babd-856a8f54577e,20171218,e56446e6-48e5-4496-8862-9c0e275479d0,0975e158-18b2-4a6f-99b8-cb71b5e1760e,6c8ac16b-49c4-4965-bb9e-3cea7a10b811,59df6d4f-695e-41a4-9e74-0d0bca5a970b,0
3114,ffcfa763-8538-42d1-9d26-140baf5ef9d5,20171218,5f898641-06ec-4389-b88c-4e55b1ec0e3a,9179c857-2b6c-449b-a8f4-e50c00969dcf,8ecafa58-f1ae-4355-b5ed-b7891f93700c,38927cd9-1b72-4406-80cb-65c712586917,0
3115,699841ff-27e6-4315-be33-c176dc177041,20171218,62dc39a0-84a8-43eb-bbf4-ac46d2e85362,2b7c29ef-f7d2-44a4-a449-a8e8c00bbbe0,f8d3ea5c-2c1e-4320-8240-21c692d81a5a,374d3a4b-a80d-4ee9-9ba6-558d076e3623,0
3116,618d207f-03f8-422b-9d8b-b4c38014b6bb,20171218,98901f83-b2af-40a6-b8fa-e56b56dff74c,fe9f2b1d-da29-4f6b-a6df-6f630f2008fb,685820c5-94a8-46b6-8ce1-3d15c150b172,672aae25-71a9-44fa-96f7-1b51d49b7cf8,0
3117,7c91c42d-dbca-4869-9710-dae4782fec30,20171218,a765a51c-7875-4bfc-a946-19e828927f11,dfb4644f-44ea-4319-a264-b34439f1e099,9b73b70b-b648-4afc-932f-b89ba9782b21,579f732e-b509-4319-a54e-6d80f6b975be,0
3118,db23fe44-f0a1-4382-aac4-d72a44cf4fa5,20171218,5a38536c-815a-4e72-b396-c7d1f5f49a2b,93da1a11-6f6f-4d50-a539-de17d6a6125f,74d40fe9-1f33-4347-a635-16d73bdf4a89,8fc1e77b-efa3-4073-8111-2301c83c50c1,0
3119,6ae4616c-301e-4c78-b8dc-847dfd537ae8,20171218,6833061d-49d6-483a-b473-dd6ea8464e86,14c4279f-bb50-48a7-a598-5a599cd31c08,24dd7bc1-eea2-46a8-a9e9-25a27aff37d7,b851e742-ae86-4f2d-b612-2802f7640624,0
3120,f90a2207-0f05-43c7-95ae-ceacd539c3a7,20171218,513f67a2-8746-4d22-a5aa-86d5ec1222ed,58a7fa95-352e-41f4-b0d7-d0efa865d3a9,a8edba90-5793-463b-8c74-ae2bf3de14d2,3b3230f6-85c7-4f7f-8ad7-8b0fa6c3c6c8,0
3121,456d4d4e-7bd9-4d80-9141-8027ecefd42b,20171218,49f77555-2489-4932-9855-4cdc4f2687a3,d1fcc890-0742-48fb-b302-92edf13a6b5f,a14bf0fb-9259-4fd5-8631-384461449f73,53fd0d1a-f713-47a6-9255-34d99c15543d,0
3122,55906073-e848-4d8d-a9c1-132eabcef56f,20171218,b4bdf4f0-bc11-4334-a971-bb063986e46c,fa1228fc-9ac3-4235-9829-c118520472ba,2ca9ff3b-2bf3-4d9a-b35e-9d02650489bb,ba884dcf-8918-4cd5-bcfe-34693936f284,0
3123,06f2bf40-79d3-4c63-a255-094598d5c757,20171218,f9947173-3440-4829-9eeb-2e502d94deac,8659c470-81a6-47f7-a67d-6922127647a2,ea3e7f81-f7e2-405a-bbcc-3e6c165fe143,e30bf89f-d895-4d5d-b419-723458d33116,0
3124,d51f2470-21f0-43ff-8726-2ea241f474ed,20171218,ec48e925-3b0e-464f-98fe-33e28a833c6c,45eb3149-990b-4ad7-8b2c-2ef969105df1,40a486d3-5896-4cb7-993e-806e502a68b8,b4766327-4bed-4a53-9dfe-44ed863dd5b1,0
3125,02aed511-be1a-42df-8242-4b2068baf991,20171218,8fdbe1b4-b3d7-458f-a266-d1dc900516c9,b13349c8-f9cf-4a97-a131-3c8a174921e1,9fc94eea-f525-44dd-8a49-f96c06f05bf9,e7ea7a50-2e3e-4df5-996b-8dff856112c9,0
3126,2c87817d-6e30-4602-98ec-33aaac79b317,20171218,7a216652-ca7c-49df-bca3-fd055884c295,bf3278da-419b-40e7-b83e-726a9b78424d,94278a08-9195-406c-be35-2de6360fd711,4456d03a-b1e2-45a6-a350-cdf170c8c35c,0
3127,d6fd449a-a8b4-44d1-a7ed-aaf5b47ffcdc,20171218,3e5935e9-bf71-42f7-9958-14c68eab680a,effc21b4-cfba-4d01-8dea-3e0f21385e3d,f8f73ce9-c56a-408a-b7d0-ad353adbf464,c0665d4c-1393-4185-90bb-a6e5cfe51bb5,0
3128,06be26b2-75b1-4b2d-8484-49084ac0d24d,20171218,56bf2991-6939-4a0e-b66a-958ba6d85683,bb3b4e80-03c8-48e9-9365-6e42fea9d69d,f6a39132-8b98-4a28-ab27-e105fc6f2e4d,bd4578c8-f467-483d-934f-135fe2b0910e,0
3129,50c104bb-df6c-4eef-884d-c14bc9744724,20171218,28fec3e7-62af-465f-955b-1ae9a03a3738,10555ef6-9e31-41a7-ab89-e5d4af612d2f,87f12bda-3556-4fc8-85fc-be51940ebe67,d366c133-7706-4649-8759-7f5799d5e4f6,0
3130,c7da61c0-8e49-49b8-9d81-f59dc4d952e0,20171218,32e1e3ed-07e2-45fc-92d2-d3d1a2dc1c1a,77d2b779-1f3d-4f8b-904d-1f1c8fc57f14,bd8dcc8f-8e95-4669-a248-52a0dfbf10c9,568b4ac9-f6d0-4447-ab92-4d54b7fac351,0
3131,a5591a48-451f-4d4f-8525-95e48ae47c2b,20171218,ce287f3b-65f4-4c0c-b31e-ca596e533084,1aad7ef2-d0ad-499a-92ac-89c5d8d43cd4,3266f47a-f5b5-43ce-bdeb-6b23ab3b1d0c,d78efa63-a61a-4f3a-8843-a86fa43beac0,0
3132,73691281-91a2-40cc-981f-ac138a9e98da,20171218,dcd9e0ac-5151-4c71-a0b4-e2b435fe4420,d8afff4b-6444-4f67-92d9-b24a872484f3,b815cf37-2d46-436e-b8d5-e376ef327609,9694c021-4c82-425f-a6b3-e1dc3e1f4e59,0
3133,3c726eb8-ab68-4e0f-b350-0e5d2df67291,20171218,aa2866b1-8441-43e0-8ec4-e16835d1cdca,9dee60e5-03e0-4efc-967e-d526ff4dc199,7ba1d0df-959c-4e72-b86e-ffde47287b70,e37b1ce3-864e-4909-9525-f570f211f79a,0
3134,432d92a0-b43e-48fb-a0f3-1efb38453ded,20171218,731a4213-2afc-488d-bedd-efbe8e16ba4b,b995c929-9257-40ed-b3ec-26b8fd7ad999,fd7bed3c-6ab9-4dee-bf5b-7196456f5310,5d6f24fc-4399-444d-9eca-487e3b39cf9e,0
3135,815d0186-f9fb-446d-b1d9-7d254a8f8373,20171218,7fc11b2e-c8d5-4045-adf1-517bf594b461,577bccc7-d4e4-49da-b1e0-909a2e890edc,e97773dd-0b2f-4cc9-9e8e-121bb8a14b17,fe6b1457-88b1-4c1d-9650-de9d5c6c273d,0
3136,ad5b0fac-dc30-4439-828d-1afdf004bd3f,20171218,7b9fd0ef-f451-412c-b6fa-9f1ea2cf01d4,9ecb0421-ae88-4352-b6f6-9ebe77bc7a72,705b6202-0ca7-4de4-92b7-03bde5631fac,485f61a2-ae2e-4e9b-8c74-6483c4cc6c36,0
3137,b53d6790-6bff-40a2-a1d2-89dde5b5580e,20171218,47b0a716-20bc-4a3a-a954-7795a24c5bb2,a89d1ae0-7f16-489e-9bad-68b1e3a1a3fd,3870119e-6833-438b-8aa7-ba5d2aa88231,244eafa5-1ebc-4367-99e4-980dac7ce7fa,0
3138,d5ac32a6-2493-4429-b6eb-89fcd13f4aaf,20171218,08af2d0e-624f-4987-b1a5-bd425de4caa8,62612efa-5a9e-4d93-94ae-21ee513676a5,380a2d1c-044b-4b10-8931-f46dc3e5cec0,8a3d375b-f428-4890-a8c2-998b1dd68e36,0
3139,8009a219-b5d2-4ebb-8a63-632721f1383b,20171218,0e3d54af-105a-4907-8a80-b4936e3ea328,0c8a9eb1-21c9-4410-b0a3-a2f08476495e,ef29cda1-ae88-406f-bdac-e5e18518657c,656ac439-8cab-418a-a7e1-88766d271260,0
3140,50d4d3fe-8ce1-4cf2-9338-6f912d53f8d7,20171218,7fc59d82-9e3f-40a9-ae5c-a83f3b90c6f6,c0819976-1daa-490d-aa12-f398f80bda28,322f2753-4f9c-4808-9e97-6862c73a4678,9a466c82-8fea-4e45-8d36-c79c8564ae36,0
3141,bbbcb1f9-c1fb-4439-bc61-e221eac42fa6,20171218,24f3dd63-d0d0-4098-895b-c4d4689e1451,7918c43c-0028-492b-bd3f-304d85662c3d,c79165c7-c901-4cf0-bb7c-aa12df1f9227,796946c4-d0cf-4b0c-bb76-89ab2faa3fdd,0
